Park Name,City,Zip Code,City Cast Rating,Park Management,Location,Bathrooms,Pool,Pond,Grills,Pavillion,Gardens,Baseball Diamond,Softball Diamond,Toddler Friendly Play Area,Kid Play Area,Off Leash Dog Area,Water Fountain,Splash Pad,Skate Park,Basketball Court,Disc Golf,Beach Volleyball Court,Volleyball Court,Soccer Field,River or Stream,Tennis Courts,Pickleball Courts,Fitness Area,latitude,longitude,Additional Notes,Futsal Court,Lighting After Dark,Picnic Tables
South Ridge Park,South Jordan,84009,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.57098497100003,-111.99631796099999",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.57098497100003,-111.99631796099999,"Just grass, but grass is great! ",No,No,No
South Salt Lake Dog Park,South Salt Lake,84115,1,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.717025672000034,-111.88736725499996",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,40.717025672000034,-111.88736725499996,Drop your glass recycling here!,No,No,No
Southridge Park,Draper,84020,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.497419000000036,-111.87309299999998",No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.497419000000036,-111.87309299999998,Getting a star bump for a beautiful willow tree. ,No,No,Yes
Southridge Park,Taylorsville,84129,4,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.659209686000054,-111.98683622999994",Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,40.659209686000054,-111.98683622999994,A Samoan and British cricket pitch!,No,No,Yes
Southwood Park,Murray,84107,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.639310315000046,-111.87229129099995",Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,40.639310315000046,-111.87229129099995,Gorgeous tennis courts! BYO volleyball net. A fireplace!,No,Yes,Yes
Steenblik Park,Salt Lake City,84116,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.78667425800006,-111.92128138399994",No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.78667425800006,-111.92128138399994,"Come for the dairy cats, stay to picnic.",No,Yes,Yes
Steep Mountain Park,Draper,84020,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.47888663100008,-111.88017180999998",Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,40.47888663100008,-111.88017180999998,Epic tennis court views! ,No,No,Yes
Stone Creek Park ,West Jordan,84088,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.60356676500004,-112.01470663199996",No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,40.60356676500004,-112.01470663199996,,No,Yes,Yes
Stonebridge Park,Draper,84020,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.52249188800005,-111.88571517899999",No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.52249188800005,-111.88571517899999,Little zip line and field for play! Solid playground.,No,No,Yes
Stonehaven Park ,South Jordan,84009,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.57111929700005,-111.98840923799997",No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,40.57111929700005,-111.98840923799997,Loving this peaceful park ,No,No,Yes
Storm Mountain Park,Sandy,84094,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.544207689000075,-111.86339136799995",Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,40.544207689000075,-111.86339136799995,Love this giant field that dips down so you don’t feel “on the side of the road.”,No,Yes,Yes
Stratford Park,Salt Lake City,84106,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.71410370800004,-111.83567037299997",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,40.71410370800004,-111.83567037299997,,No,Yes,Yes
Sugar House Park,Salt Lake City,84106,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.72547161600005,-111.84386976299999",Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,40.72547161600005,-111.84386976299999,"Home to the Joe Hill memorial and the city's best jogging path (if you seek a lil hill climb). Also, a great sledding hill. This park is the former site of the Utah State Prison, now it's a crown jewel of the city.",Yes,Yes,Yes
Sugarplum Park,West Valley City,84128,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.705118105000054,-112.06059114899995",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.705118105000054,-112.06059114899995,,No,Yes,No
Summerhill Park,Riverton,84065,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.536377695000056,-111.92783147899996",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.536377695000056,-111.92783147899996,"I would love to see a shady pavilion here, but this is a sweet pocket park.",No,No,Yes
Suncrest Park,Draper,84020,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.47405083000007,-111.83651725499999",Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,40.47405083000007,-111.83651725499999,Great field with beautiful views of Utah Lake ,No,No,Yes
Suncrest Ridge Park,Draper,84020,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.481193774000076,-111.83571021599994",Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.481193774000076,-111.83571021599994,"I think this is a privately-owned, though accessible to the public. Keeping it in because wow it’s charming! ",No,No,Yes
Sunflower Park,South Jordan,84095,3,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.54247005900004,-112.00389723399996",No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.54247005900004,-112.00389723399996,Along a great jogging path ,No,Yes,Yes
Sunnyside Park,Salt Lake City,84108,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.75161445700007,-111.84220415899995",Mysteriously locked,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,40.75161445700007,-111.84220415899995,"This park is about to shrink after the city sold part of it to the U for a new baseball stadium. That said, it’s also gonna get some improvements as part of the deal.",No,No,Yes
Sunnyvale Park,Millcreek,84123,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.68288328600005,-111.91134200799996",Mysteriously locked,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.68288328600005,-111.91134200799996,"While drinking fountain exists, it did not work. Beautiful mural and paved walking trail around the whole park. ",Yes,No,Yes
Sunrise Mountain Park,South Jordan,84009,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.54705401000007,-111.99474415899999",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.54705401000007,-111.99474415899999,Great sunset jog trails. Small kids play area across Topview Rd. ,No,Yes,No
Sunrise Station Park,Draper,84020,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.53736987100007,-111.90196338099997",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.53736987100007,-111.90196338099997,There is a a grassy area where you could play yard games. No shade. ,No,No,Yes
Sunset Cove,West Jordan,84088,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.60245979300004,-112.00557900499996",No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.60245979300004,-112.00557900499996,Surrounded by very busy roads.,No,No,Yes
Sunstone Park ,South Jordan,84095,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.53741349500007,-112.02509654499994",No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.53741349500007,-112.02509654499994,,No,No,Yes
Swede Town Park,Salt Lake City,84116,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.80037225600006,-111.91494267999997",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.80037225600006,-111.91494267999997,,No,Yes,Yes
Swensen Farms Park,Riverton,84096,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.532076430000075,-111.99496119699995",Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.532076430000075,-111.99496119699995,"Big field for football, soccer, etc but no goals or markings.",No,No,Yes
Sycamore Open Space,West Jordan,84081,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.607418961000064,-112.06237589099999",No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,40.607418961000064,-112.06237589099999,One of the most spectacular disc golf holes I’ve ever seen! ,No,No,Yes
Sycamore Ridge Park,West Jordan,84081,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.60736863300008,-112.06771844299999",No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.60736863300008,-112.06771844299999,Sunset spot!,No,No,Yes
Tank Park,Taylorsville,84129,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.64038207500005,-111.96740743499998",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,40.64038207500005,-111.96740743499998,Pretty inspired to turn the water tank field into pickleball courts with sunset views and a big field to run dogs.,No,No,No
Tanner Park,Salt Lake City,84109,4,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.71125666700004,-111.81582345099997",Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,40.71125666700004,-111.81582345099997,Perfect sunset picnic spot with lots of grass and beautiful views. Right off Parley's Trail.,No,Yes,Yes
Tapestry Park,Herriman,84096,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.50556447400004,-112.03641074399997",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.50556447400004,-112.03641074399997,Cute inlet park,No,No,No
Taufer Park,Salt Lake City,84111,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.754487581000035,-111.88305658899998",No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.754487581000035,-111.88305658899998,"What an eccentric park. See: the Virgin Mary tree, the Justin Taufer origin story. I love this new playground with colorful chessboard picnic tables, and can't wait to see what else the Parks Bond will offer it.",No,Yes,Yes
Taylorsville Park,Taylorsville,84123,2,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.667494729000055,-111.93876136999995",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,40.667494729000055,-111.93876136999995,"This park could use some love (and cleaning). But it might be getting that! Seems like there used to be volleyball, a skate park, beach volleyball, and bathrooms that are all torn up and being (hopefully) replaced. ",No,No,Yes
Ten Sleep Park,Bluffdale,84065,1,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.48376316900004,-111.95848681599995",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.48376316900004,-111.95848681599995,,No,No,No
Terrace Park,South Jordan,84009,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.54862201900005,-111.98773313399994",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.54862201900005,-111.98773313399994,Jogging path,No,Yes,No
Terrace Ridge Park,West Valley City,84128,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.67626130200006,-112.04052858899996",No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.67626130200006,-112.04052858899996,,No,Yes,Yes
Teton Estates Park,West Jordan,84088,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.58127158100007,-111.99041428999999",No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,40.58127158100007,-111.99041428999999,Fenced field for kickball or baseball but no bases ,No,Yes,Yes
The Cove at Herriman Springs,Herriman,84096,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.496209183000076,-112.05341154799999",Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,40.496209183000076,-112.05341154799999,"Canadian geese, deer, little trails, and lots of kids learning to fish on this beautiful pond",No,Yes,Yes
The Flight Park,Draper,84020,5,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.472862202000044,-111.89291954499998",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.472862202000044,-111.89291954499998,"Pretty cool to have a world class flight park in our backyard. Once the shore of Lake Bonneville, now you can hang glide (etc) here!",No,No,No
The Ranches Park,Herriman,84096,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.50750224500007,-112.03233884499997",Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,40.50750224500007,-112.03233884499997,Second playground coming soon!,No,No,Yes
Three Creeks Confluence,Salt Lake City,84104,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.74164726300006,-111.91729365699996",No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,40.74164726300006,-111.91729365699996,"The addition of bistro tables makes anything more charming! Bravo to Seven Canyons Trust for getting this done. Kayak Court is also held here, a very smart and cool program you should google!",No,No,Yes
Timber Ridge Park,Draper,84020,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.495427101000075,-111.85586440399999",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.495427101000075,-111.85586440399999,There’s a secret trail that leaves from this park!,No,No,No
Tithing Hill Park,Riverton,84065,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.52587469600007,-111.92494072099998",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.52587469600007,-111.92494072099998,Trying to figure out if the Tithing Yard shed is a recreation or an original.,No,Yes,Yes
Touchstone Park,Magna,84044,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.68414959800003,-112.09588709099995",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.68414959800003,-112.09588709099995,Just a sweet little playground.,No,No,No
Trailblazer Park ,West Valley City,84128,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.70298680700006,-112.05058340199997",No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.70298680700006,-112.05058340199997,Neighborhood playground,No,No,No
Trellis Park,South Jordan,84009,4,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.55545452000007,-111.99058080599997",No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.55545452000007,-111.99058080599997,,No,No,No
Triangle Park,South Jordan,84009,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.57360057200003,-111.99333464999995",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.57360057200003,-111.99333464999995,The rare shady basketball court! ,No,No,No
Tulip Park,South Jordan,84095,2,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.56379352500005,-112.00635608899995",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.56379352500005,-112.00635608899995,Just open green space surrounded by trees. ,No,No,No
Tuscany Park,Herriman,84096,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.520109845000036,-112.02055824099995",Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,40.520109845000036,-112.02055824099995,World’s cutest neighborhood baseball fields! ,No,No,Yes
Umbria Estates Park,Herriman,84096,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.52072631600004,-112.01654596099996",Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,40.52072631600004,-112.01654596099996,,No,Yes,Yes
Union Park,Midvale,84047,3,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.61670951000008,-111.87224989199996",Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,40.61670951000008,-111.87224989199996,4 baseball diamonds and a nice path around the perimeter. ,No,No,Yes
Union Park,Sandy,84070,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.61670951000008,-111.87224989199996",Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.61670951000008,-111.87224989199996,Bigggg fields for soccer or football! But no nets or lines.,No,No,Yes
Upper District Millcreek Park,Millcreek,84109,1,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.69112878100003,-111.79626918899999",No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.69112878100003,-111.79626918899999,"Cute historical placard, very unusual park locale. Glass recycling.",No,No,No
Valle Vista Park,Herriman,84096,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.48832257300006,-112.05237545199998",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.48832257300006,-112.05237545199998,Big grassy basin for play.,No,No,Yes
Valley Park,Murray,84107,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.65191334900004,-111.89344917199998",No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.65191334900004,-111.89344917199998,"4 starts just for being completely hidden, and getting there is half the fun!",No,No,Yes
Veterans Memorial,West Jordan,84088,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.609466688000055,-111.94412365599999",Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,40.609466688000055,-111.94412365599999,"The city pool, recreation center, and senior center are all located in this complex along with the County's Viridian Library and community space.",No,Yes,Yes
Victory Park ,Salt Lake City,84102,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.76362766400007,-111.86029350799998",No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,40.76362766400007,-111.86029350799998,Really charming tennis courts tucked away behind the Senior Center. ,No,No,No
Vinecrest Park,Murray,84121,1,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.63832159200007,-111.85889735599994",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.63832159200007,-111.85889735599994,"Just a field, but what’s wrong with that?!",No,No,No
Vintage Park,Bluffdale,84065,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.49396384800008,-111.93369238499997",Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,40.49396384800008,-111.93369238499997,"2 pickleball courts, 2 tennis courts. Big field for play. This park is on the end of the 2.9 mile South Jordan and SLC Canal Trail. So you could park here and get in a quick 5k!",No,Yes,Yes
Vista Park,Taylorsville,8429,3,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.66266690600003,-111.94518117699994",Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,40.66266690600003,-111.94518117699994,Baseball fields are for leagues only. Lovely path and brand new pickleball courts. Big field for play! Great views too. ,No,Yes,Yes
Vista West Park,West Jordan,84088,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.585888941000064,-111.97996117899999",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.585888941000064,-111.97996117899999,,No,No,Yes
W&M Butterfield Park,Herriman,84096,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.493261913000026,-112.03939512499994",Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,40.493261913000026,-112.03939512499994,Giant pavilion with a stage and a rodeo arena. The multi purpose fields are beautifully maintained.,No,Yes,Yes
Waddle Fields Regional Park,Bluffdale,84065,5,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.49506670900007,-111.95777762899996",Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,40.49506670900007,-111.95777762899996,16 pickleball courts! A very thoughtfully designed splash pad and play areas for 5+ and under 5. Almost hard to believe all this park offers is free. ,No,Yes,Yes
Walden Park,Murray,84123,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.65286938100007,-111.92222636799994",Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,40.65286938100007,-111.92222636799994,This is a really charming Jordan River park. And gorgeous beach volleyball court! ,No,Yes,Yes
Warm Springs Park,Salt Lake City,84103,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.78767673700003,-111.89960808499995",Mysteriously locked,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,40.78767673700003,-111.89960808499995,"The former site of a community hot spring, “The Wasatch Plunge.” There is a grassroots effort to get it up and running again. You can find out more here: https://www.warmspringsalliance.org/

Big flat area for a pick up game. Also, the lying down dog stat",No,Yes,Yes
Wasatch Hollow Preserve,Salt Lake City,84105,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.73344617200007,-111.84347159199996",Mysteriously locked,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.73344617200007,-111.84347159199996,"No dogs allowed on the nature trail, but at the top of the preserve is an off leash area. More great birdwatching and river rushing.",No,Yes,Yes
Washington Park,Salt Lake City,84109,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.71522949700005,-111.80969048099996",Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.71522949700005,-111.80969048099996,"Nestled in the Mountain Dell Golf Course, this park has two pavilion areas, tons of mature trees, and fireplace. No dogs though, it’s in the watershed. ",No,No,Yes
Washington Square Park,Salt Lake City,84111,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.75954650600005,-111.88814662199997",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.75954650600005,-111.88814662199997,"Gotta love the shade at this park, and its role as a beacon of celebration and protest in SLC",No,Yes,Yes
Washington Square Park,Salt Lake City,84111,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.75954650600005,-111.88814662199997",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.75954650600005,-111.88814662199997,"Petition to rename it Protest Park! The surrounds of our City Hall don't have much in the way of amenities, but you've probably been there for Pride, Living Traditions, or another city-backed festival. (Or, a protest.)",No,Yes,Yes
Welker Memorial Parkway,Kearns,84120,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.667622074000064,-111.99942443199996",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.667622074000064,-111.99942443199996,Great use of space to make this little path,No,Yes,No
West Beach Park,South Jordan,84009,5,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.553176482000026,-112.00763860299998",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.553176482000026,-112.00763860299998,"A large beach, dock for launching boats, and great jogging or rollerblading path.",No,Yes,No
West Field Downs Park,Riverton,84065,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.53283946500005,-111.95766289599999",Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,40.53283946500005,-111.95766289599999,,No,No,Yes
West Riverfront Park,South Jordan,84095,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.54952411200003,-111.91818728899995",Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,40.54952411200003,-111.91818728899995,"This park is across the street from the Jordan River Parkway trail. There is a large grass field where soccer games/practices go on - although permanent soccer goals are not there currently. It is not a designated off-leash dog area, but people often play",No,Yes,Yes
West Valley City Park,West Valley City,84120,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.696638274000065,-112.00087880499996",Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.696638274000065,-112.00087880499996,,No,No,Yes
West View Park,West Valley City,84128,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.68211227900008,-112.03477314399998",Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,40.68211227900008,-112.03477314399998,Fun stadium grass for watching a tennis match. Newer playground across the street!,No,Yes,Yes
Western Creek Park,Herriman,84096,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.51414432000007,-112.047067374",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.51414432000007,-112.047067374,,No,No,Yes
Western Springs Central Park,Riverton,84096,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.51794901300008,-112.00820908599997",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.51794901300008,-112.00820908599997,,No,No,Yes
Western Springs Mini Park,Riverton,84096,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.51566643000007,-112.00047944299996",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.51566643000007,-112.00047944299996,Cute kinda secret basketball court across the street and down the path!,No,No,No
Western Springs Park ,Riverton,84096,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.519917253000074,-112.00215914299997",Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,40.519917253000074,-112.00215914299997,Horseshoes! A really charming hilltop for picnic blankets that doubles as a great sledding hill in the winter.,No,No,Yes
Western Springs Tot Lot Park,Riverton,84096,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.52028076800008,-112.01018265999994",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.52028076800008,-112.01018265999994,,No,No,Yes
Westgate Park,Bluffdale,84065,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.48150600300005,-111.92252471599994",Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.48150600300005,-111.92252471599994,"Bike racks, which is weirdly unusual at some of these parks!",No,No,Yes
